,auc_roc,auc_prgs
nsw01,0.6650185185185185,0.36186017680245797
nsw02,0.4561633377352261,-0.30547622134165703
nsw03,0.5524329950559459,-0.8504330552106658
nsw04,0.3636499402628435,-3.6375814595042857
nsw05,0.48160377358490564,-0.8546260564464376
nsw06,0.5309058589898485,0.10624037884460116
nsw07,0.6709298306256481,0.38966223311724285
nsw08,0.8673753665689149,0.7387948642659026
nsw09,0.6045714285714285,0.03683590900496611
nsw10,0.9856321839080461,0.7447106619104241
nsw11,0.4279879787316021,-4.4864345916753665
nsw12,0.711604938271605,0.7484506697813171
nsw13,0.7210044313146234,0.7134655558540354
nsw14,0.7400144659647995,0.4785517341638303
nsw15,0.833354395720123,0.7813402971188504
nsw16,0.5692757946279073,0.3750524732360693
nsw17,0.49936269902304253,-0.30301214831778395
nsw18,0.5202224075618571,-0.06330625496992527
nsw19,0.9548097251585622,0.35558014583071407
nsw20,0.7128875686284911,0.8477517257768179
nsw21,0.38716125380315575,-2.703210154395891
nsw22,0.11663430420711973,-39.523898723461095
nsw23,0.7895676593521422,0.6357733810529799
nsw24,0.4517077460740809,-0.2772536342620452
nsw25,0.6222998913018339,0.128364425341464
nsw26,0.39828834759710335,-29.703436865694183
nsw27,0.48846754057428216,-0.07487870923271162
nsw28,0.5312475494040151,0.06291208457563734
nsw29,0.27424907479129007,-3.2324649108254864
nsw30,0.37767517475309687,-0.15298180699857425
nsw31,0.466122586187577,-0.04137226751097217
nsw32,0.616585434767253,-0.2560397122604124
nsw33,0.4805631471196137,-0.0446040828194511
nsw34,0.5312358485375588,0.09902469236349844
nsw35,0.527890970105811,-0.2264747575849511
nsw36,0.3130740393626991,-1.392910726319331
nsw37,0.4867755233017378,-0.13548747977886655
nsw38,0.32400569060431744,-1.6771197715232264
nsw39,0.5160266865495441,0.021782567990504452
nsw40,0.6346284402348555,0.2997435653659805
nsw41,0.5925212760899539,0.18351005415604407
nsw42,0.8743093922651934,-0.26332831381486793
nsw43,0.6673814868259313,0.5057230780944457
nsw44,0.26123456790123456,-5.560765465136053
nsw45,0.5848888136995056,0.3696952759584214
nsw46,0.7562663673774785,0.9728976787773553
nsw47,0.8178364405451981,0.7315244063254125
nsw48,0.7782423751374501,0.4680377878743326
nsw49,0.6045165066894231,0.20924059273211473
nsw50,0.6465962271433395,0.18964477610293412
nsw51,0.5094810379241517,-10.734303727873595
nsw52,0.7791868866601963,0.7370844321659876
nsw53,0.28104353078868877,-5.773452204305475
nsw54,0.46037881716273676,0.5392714266546927
